transaction_id,purchase_datetime,customer_id,product_id,quantity,unit_price,discount_rate,store_id
100088,2024-11-04 14:59:00,5977,38,3,390,0.1,1
100089,2024-11-04 13:51:00,8430,53,3,3222,0.1,5
100090,2024-11-04 19:26:00,3166,51,1,1155,0.05,12
100091,2024-11-04 02:36:00,3828,48,6,247,0.0,5
100092,2024-11-04 18:19:00,6027,56,4,1277,0.05,14
100093,2024-11-04 09:44:00,4522,34,1,550,0.05,10
100094,2024-11-04 17:02:00,9697,20,1,217,0.05,3
100095,2024-11-04 06:01:00,9100,52,2,1006,0.1,10
100096,2024-11-04 12:35:00,3304,49,1,297,0.0,1
100097,2024-11-04 07:11:00,1961,41,5,227,0.1,10
100098,2024-11-04 03:18:00,3737,11,1,232,0.0,10
100099,2024-11-04 11:46:00,6779,5,1,459,0.1,8
100100,2024-11-04 01:27:00,9421,52,6,1006,0.1,5
100101,2024-11-04 13:08:00,8961,22,4,237,0.05,2
100102,2024-11-04 17:06:00,2338,15,1,295,0.05,10
100103,2024-11-04 14:03:00,7364,25,1,260,0.05,3
100104,2024-11-04 16:09:00,943,47,2,286,0.0,11
100105,2024-11-05 22:21:00,3597,40,1,485,0.1,11
100106,2024-11-05 12:37:00,7941,5,4,459,0.0,2
100107,2024-11-05 13:23:00,4695,58,4,2076,0.1,1
100108,2024-11-05 03:49:00,6244,10,2,272,0.1,10
100109,2024-11-05 10:09:00,4251,16,1,234,0.1,4
100110,2024-11-05 09:10:00,4,43,2,225,0.05,4
100111,2024-11-05 00:48:00,898,36,2,495,0.1,14
100112,2024-11-05 08:20:00,9581,56,1,1277,0.05,5
100113,2024-11-05 09:59:00,2439,52,3,1006,0.1,1
100114,2024-11-05 21:35:00,3205,29,5,227,0.0,15
100115,2024-11-05 09:12:00,1879,33,1,620,0.1,8
100116,2024-11-05 08:12:00,7502,25,1,260,0.1,14
100117,2024-11-05 15:22:00,4637,59,2,3086,0.1,7
100118,2024-11-05 15:42:00,5408,33,2,620,0.1,12
100119,2024-11-05 17:21:00,7283,53,2,3222,0.0,5
100120,2024-11-05 08:05:00,8357,42,1,266,0.05,5
100121,2024-11-05 05:49:00,8743,8,1,277,0.05,4
100122,2024-11-05 21:03:00,1328,56,3,1277,0.0,8
100123,2024-11-05 11:29:00,5982,14,2,247,0.05,1
100124,2024-11-05 03:33:00,805,7,2,232,0.1,6
100125,2024-11-05 05:03:00,4908,54,3,1302,0.1,13
100126,2024-11-05 17:37:00,8628,31,2,724,0.05,10
100127,2024-11-05 08:49:00,3555,42,3,266,0.0,4
100128,2024-11-05 13:54:00,4825,58,1,2076,0.0,4
100129,2024-11-05 11:54:00,4083,6,3,249,0.1,1
100130,2024-11-05 06:05:00,6277,52,2,1006,0.1,5
100131,2024-11-05 08:27:00,9893,50,2,279,0.05,4
100132,2024-11-05 23:43:00,8034,33,2,620,0.05,4
100133,2024-11-05 11:06:00,1506,55,3,1599,0.1,5
100134,2024-11-05 23:22:00,6508,46,3,236,0.1,10
100135,2024-11-05 02:39:00,2133,18,3,222,0.05,10
100136,2024-11-05 09:06:00,653,20,1,217,0.0,14
100137,2024-11-05 19:23:00,8947,16,3,234,0.0,9
100138,2024-11-05 22:29:00,4664,17,4,232,0.05,11
100139,2024-11-05 00:56:00,2328,13,2,298,0.05,5
100140,2024-11-05 18:49:00,3185,37,1,472,0.1,1
100141,2024-11-05 08:40:00,4995,28,4,288,0.05,5
100142,2024-11-05 01:57:00,5409,47,1,286,0.0,2
100143,2024-11-05 13:55:00,3627,35,5,797,0.0,12
100144,2024-11-05 05:02:00,5682,15,3,295,0.05,12
100145,2024-11-05 06:04:00,110,45,2,246,0.1,11
100146,2024-11-05 23:34:00,5771,32,2,771,0.0,3
100147,2024-11-05 06:47:00,9537,45,1,246,0.05,14
100148,2024-11-05 17:18:00,8914,30,1,249,0.0,1
100149,2024-11-05 07:08:00,8628,29,3,227,0.05,12
100150,2024-11-05 05:00:00,8397,47,2,286,0.1,5
100151,2024-11-05 04:05:00,7075,25,1,260,0.1,13
100152,2024-11-05 11:03:00,6346,16,1,234,0.1,10
100153,2024-11-05 00:28:00,5027,2,1,557,0.0,3
100154,2024-11-05 08:16:00,7593,9,2,257,0.1,5
100155,2024-11-05 20:12:00,6845,10,1,272,0.1,1
100156,2024-11-05 13:07:00,5470,18,1,222,0.05,15
100157,2024-11-05 08:20:00,1215,1,1,662,0.05,1
100158,2024-11-05 10:38:00,682,27,1,212,0.0,6
100159,2024-11-05 00:59:00,4501,12,1,243,0.0,2
100160,2024-11-05 05:59:00,52,54,2,1302,0.05,13
100161,2024-11-05 05:15:00,3296,21,1,216,0.1,7
100162,2024-11-05 23:28:00,916,18,2,222,0.05,8
100163,2024-11-05 20:48:00,216,47,1,286,0.1,1
100164,2024-11-05 23:39:00,4018,46,1,236,0.0,3
100165,2024-11-05 07:49:00,6585,23,2,294,0.1,7
100166,2024-11-05 07:47:00,1769,3,1,655,0.05,1
100167,2024-11-05 17:27:00,7187,20,1,217,0.0,14
100168,2024-11-05 00:15:00,8374,22,1,237,0.05,3
100169,2024-11-05 09:12:00,33,46,2,236,0.0,11
100170,2024-11-05 14:50:00,7593,20,3,217,0.05,5
100171,2024-11-05 12:59:00,9876,25,1,260,0.05,14
100172,2024-11-05 06:39:00,5007,25,1,260,0.1,15
100173,2024-11-05 03:53:00,2107,39,3,455,0.1,11
100174,2024-11-05 05:47:00,760,54,1,1302,0.0,15
100175,2024-11-05 01:54:00,7892,15,1,295,0.1,12
100176,2024-11-05 14:40:00,90,42,2,266,0.05,4
100177,2024-11-05 17:00:00,3344,33,4,620,0.1,2
100178,2024-11-05 02:24:00,740,53,3,3222,0.05,2
100179,2024-11-05 11:19:00,3166,28,2,288,0.05,11
100180,2024-11-05 13:07:00,3518,39,1,455,0.05,15
100181,2024-11-05 00:55:00,2737,9,1,257,0.1,13
100182,2024-11-05 18:09:00,2066,39,2,455,0.0,10
100183,2024-11-05 01:25:00,3967,30,1,249,0.05,3
100184,2024-11-05 09:36:00,548,45,4,246,0.1,1
100185,2024-11-05 19:14:00,9356,25,2,260,0.0,15
100186,2024-11-05 00:24:00,6571,29,3,227,0.05,11
100187,2024-11-05 04:05:00,1198,15,5,295,0.0,15
100188,2024-11-05 13:59:00,4225,26,2,226,0.0,5
100189,2024-11-05 09:06:00,9120,44,5,217,0.1,7
100190,2024-11-05 04:37:00,1122,57,1,1462,0.05,1
100191,2024-11-05 17:53:00,4660,4,5,664,0.1,15
100192,2024-11-05 21:18:00,2629,6,1,249,0.1,10
100193,2024-11-05 05:13:00,5252,7,2,232,0.1,3
100194,2024-11-05 12:26:00,3876,8,3,277,0.05,7
100195,2024-11-05 01:57:00,2613,1,5,662,0.0,5
100196,2024-11-05 09:00:00,9210,1,1,662,0.05,6
100197,2024-11-05 21:00:00,8763,46,2,236,0.0,9
100198,2024-11-05 16:25:00,1441,12,1,243,0.05,15
100199,2024-11-05 16:19:00,769,25,1,260,0.0,11
100200,2024-11-05 02:33:00,9397,41,4,227,0.1,4
100201,2024-11-05 16:18:00,8180,4,4,664,0.1,11
100202,2024-11-05 18:17:00,9934,13,2,298,0.0,3
100203,2024-11-05 07:02:00,9097,51,5,1155,0.05,15
100204,2024-11-05 21:01:00,5396,47,1,286,0.0,10
100205,2024-11-05 15:54:00,5716,56,3,1277,0.05,13
100206,2024-11-05 10:18:00,7782,14,4,247,0.05,7
100207,2024-11-05 00:00:00,3148,15,2,295,0.05,2
100208,2024-11-05 00:42:00,3,47,3,286,0.1,7
100209,2024-11-06 18:28:00,7150,50,4,279,0.05,7
100210,2024-11-06 00:37:00,1945,4,1,664,0.1,15
100211,2024-11-06 23:07:00,9594,46,4,236,0.05,6
100212,2024-11-06 21:11:00,4225,21,1,216,0.05,5
100213,2024-11-06 14:43:00,3514,49,1,297,0.05,5
100214,2024-11-06 19:40:00,5648,16,2,234,0.0,1
100215,2024-11-06 21:41:00,4240,53,2,3222,0.05,15
100216,2024-11-06 05:44:00,2766,41,3,227,0.05,10
100217,2024-11-06 22:18:00,678,30,1,249,0.0,1
100218,2024-11-06 09:11:00,2412,2,5,557,0.05,2
100219,2024-11-06 13:03:00,4129,47,2,286,0.0,10
100220,2024-11-06 11:36:00,4135,58,4,2076,0.0,15
100221,2024-11-06 21:44:00,2331,56,2,1277,0.05,9
100222,2024-11-06 04:33:00,1414,20,1,217,0.1,6
100223,2024-11-06 00:06:00,6346,16,5,234,0.05,6
100224,2024-11-06 12:07:00,5235,22,1,237,0.05,10
100225,2024-11-06 04:39:00,1431,2,1,557,0.1,5
100226,2024-11-06 12:58:00,592,58,1,2076,0.0,5
100227,2024-11-06 11:08:00,8920,27,2,212,0.05,4
100228,2024-11-06 03:11:00,7696,50,4,279,0.0,12
100229,2024-11-06 22:28:00,6752,2,2,557,0.0,2
100230,2024-11-06 11:36:00,188,58,1,2076,0.1,9
100231,2024-11-06 03:59:00,7803,38,1,390,0.05,5
100232,2024-11-06 19:31:00,6064,29,3,227,0.1,7
100233,2024-11-06 02:01:00,8576,2,1,557,0.1,6
100234,2024-11-06 14:10:00,6995,27,1,212,0.05,15
100235,2024-11-06 11:04:00,1180,38,1,390,0.0,11
100236,2024-11-06 02:33:00,2668,16,2,234,0.0,1
100237,2024-11-06 09:58:00,7595,2,1,557,0.05,11
100238,2024-11-06 15:40:00,509,31,2,724,0.1,11
100239,2024-11-06 02:50:00,3701,55,1,1599,0.0,11
100240,2024-11-06 01:48:00,3822,47,1,286,0.0,7
100241,2024-11-06 18:03:00,586,28,2,288,0.1,9
100242,2024-11-06 20:41:00,6366,42,1,266,0.05,5
100243,2024-11-06 12:10:00,5166,30,1,249,0.05,1
100244,2024-11-06 21:39:00,1191,30,3,249,0.0,6
100245,2024-11-06 14:05:00,7120,34,2,550,0.0,14
100246,2024-11-06 13:27:00,8041,18,1,222,0.0,12
100247,2024-11-06 00:38:00,9175,37,3,472,0.1,9
100248,2024-11-06 20:23:00,3487,41,4,227,0.0,7
100249,2024-11-06 13:47:00,9,38,1,390,0.05,10
100250,2024-11-06 10:18:00,3530,7,1,232,0.05,7
100251,2024-11-06 14:15:00,7628,49,1,297,0.05,5
100252,2024-11-06 09:14:00,4807,27,2,212,0.0,12
100253,2024-11-06 16:37:00,1619,13,1,298,0.1,9
100254,2024-11-06 05:34:00,1816,49,2,297,0.1,6
100255,2024-11-06 14:15:00,7987,15,1,295,0.0,15
100256,2024-11-06 16:27:00,1567,34,3,550,0.1,8
100257,2024-11-06 17:49:00,2328,19,1,276,0.1,7
100258,2024-11-06 12:05:00,7561,37,4,472,0.0,5
100259,2024-11-06 05:41:00,2432,16,1,234,0.0,4
100260,2024-11-06 14:09:00,8946,13,3,298,0.1,14
100261,2024-11-06 04:12:00,1012,7,1,232,0.0,6
100262,2024-11-06 10:16:00,8503,54,2,1302,0.1,5
100263,2024-11-06 20:10:00,4131,39,2,455,0.05,13
100264,2024-11-06 14:41:00,6698,13,1,298,0.0,10
100265,2024-11-06 02:08:00,8367,16,4,234,0.1,5
100266,2024-11-06 12:37:00,4081,29,1,227,0.0,12
100267,2024-11-06 09:16:00,8417,12,1,243,0.05,9
100268,2024-11-06 19:18:00,6954,38,1,390,0.0,3
100269,2024-11-06 08:47:00,8084,10,2,272,0.1,3
100270,2024-11-06 11:56:00,2563,11,5,232,0.05,12
100271,2024-11-06 14:07:00,2849,6,4,249,0.05,9
100272,2024-11-06 12:42:00,3322,25,5,260,0.0,15
100273,2024-11-06 06:50:00,4917,17,2,232,0.0,8
100274,2024-11-06 01:35:00,6844,4,4,664,0.05,12
100275,2024-11-06 15:11:00,2801,48,1,247,0.0,12
100276,2024-11-06 06:37:00,319,23,1,294,0.1,10
100277,2024-11-06 11:31:00,4110,39,3,455,0.1,14
100278,2024-11-06 21:18:00,6272,18,3,222,0.0,6
100279,2024-11-06 16:39:00,1502,5,1,459,0.0,4
100280,2024-11-06 15:04:00,496,6,1,249,0.0,8
100281,2024-11-06 11:20:00,8699,9,2,257,0.1,6
100282,2024-11-06 07:12:00,6639,30,2,249,0.0,6
100283,2024-11-06 19:36:00,9935,18,2,222,0.05,4
100284,2024-11-06 00:36:00,7192,23,1,294,0.1,14
100285,2024-11-06 12:56:00,8290,1,1,662,0.1,6
100286,2024-11-06 00:13:00,4542,57,3,1462,0.0,15
100287,2024-11-06 03:17:00,6187,55,4,1599,0.05,12
100288,2024-11-06 10:30:00,9372,59,3,3086,0.0,1
100289,2024-11-06 02:21:00,5666,26,2,226,0.1,1
100290,2024-11-06 20:48:00,3974,49,1,297,0.0,3
100291,2024-11-06 21:32:00,3835,16,1,234,0.05,14
100292,2024-11-06 19:36:00,4544,40,2,485,0.0,6
100293,2024-11-06 22:36:00,2397,8,3,277,0.1,14
100294,2024-11-06 05:25:00,8927,7,2,232,0.0,10
100295,2024-11-06 21:48:00,4174,19,7,276,0.05,10
100296,2024-11-06 06:15:00,3786,7,2,232,0.05,10
100297,2024-11-06 06:34:00,4482,16,1,234,0.05,14
100298,2024-11-06 09:06:00,4971,21,2,216,0.1,3
100299,2024-11-06 01:48:00,4670,3,7,655,0.05,10
100300,2024-11-06 22:21:00,3024,26,3,226,0.05,5
100301,2024-11-06 15:09:00,9861,40,4,485,0.05,15
100302,2024-11-06 17:58:00,9071,15,1,295,0.05,5
100303,2024-11-06 18:15:00,8973,13,2,298,0.05,11
100304,2024-11-06 08:00:00,6296,21,2,216,0.05,10
100305,2024-11-06 21:03:00,7863,18,3,222,0.1,1
100306,2024-11-06 05:51:00,8220,30,3,249,0.1,11
100307,2024-11-06 00:09:00,9551,17,2,232,0.0,13
100308,2024-11-06 23:39:00,1791,18,3,222,0.0,1
100309,2024-11-06 15:02:00,5986,4,1,664,0.0,9
100310,2024-11-06 16:03:00,4057,49,1,297,0.0,9
100311,2024-11-06 21:01:00,5338,27,1,212,0.0,5
100312,2024-11-06 05:48:00,1257,32,4,771,0.1,1
100313,2024-11-06 10:06:00,3843,9,1,257,0.0,3
100314,2024-11-06 18:25:00,9070,7,1,232,0.05,1
100315,2024-11-06 08:41:00,625,2,3,557,0.1,11
100316,2024-11-06 22:33:00,6301,7,1,232,0.05,4
100317,2024-11-06 11:24:00,4884,11,1,232,0.1,8
100318,2024-11-06 11:32:00,6225,39,1,455,0.1,2
100319,2024-11-06 06:53:00,4025,54,5,1302,0.1,5
100320,2024-11-06 15:01:00,9290,16,1,234,0.05,11
100321,2024-11-06 14:47:00,4151,30,4,249,0.0,8
100322,2024-11-06 15:05:00,960,43,1,225,0.05,5
100323,2024-11-06 03:40:00,9011,45,4,246,0.1,15
100324,2024-11-06 13:14:00,2820,12,3,243,0.0,11
100325,2024-11-06 13:22:00,8397,14,4,247,0.05,15
100326,2024-11-06 08:05:00,8082,4,1,664,0.05,11
100327,2024-11-06 05:55:00,6741,12,1,243,0.1,9
100328,2024-11-06 13:05:00,7947,15,2,295,0.05,1
100329,2024-11-06 06:56:00,8220,6,3,249,0.0,8
100330,2024-11-07 21:18:00,199,32,1,771,0.0,5
100331,2024-11-07 07:42:00,6546,15,1,295,0.0,15
100332,2024-11-07 13:39:00,4643,41,2,227,0.1,5
100333,2024-11-07 04:11:00,1543,48,1,247,0.05,7
100334,2024-11-07 14:03:00,5198,56,6,1277,0.1,15
100335,2024-11-07 22:41:00,7121,20,5,217,0.05,6
100336,2024-11-07 16:25:00,3695,23,1,294,0.05,9
100337,2024-11-07 11:48:00,5662,20,2,217,0.0,9
100338,2024-11-07 12:43:00,2156,14,5,247,0.05,12
100339,2024-11-07 11:53:00,8082,58,3,2076,0.0,12
100340,2024-11-07 10:10:00,887,18,1,222,0.1,8
100341,2024-11-07 05:08:00,3926,11,1,232,0.05,11
100342,2024-11-07 10:57:00,3863,36,2,495,0.1,5
100343,2024-11-07 04:39:00,1595,19,1,276,0.05,3
100344,2024-11-07 15:22:00,2078,7,1,232,0.1,5
100345,2024-11-07 12:49:00,2613,14,1,247,0.0,5
100346,2024-11-07 20:40:00,5840,13,3,298,0.1,15
100347,2024-11-07 21:22:00,8815,17,1,232,0.05,15
100348,2024-11-07 05:06:00,1295,56,1,1277,0.0,7
100349,2024-11-07 18:10:00,400,10,1,272,0.1,10
100350,2024-11-07 07:25:00,3634,23,1,294,0.05,3
100351,2024-11-07 11:41:00,1650,43,3,225,0.05,9
100352,2024-11-07 15:37:00,5576,51,1,1155,0.1,14
100353,2024-11-07 20:12:00,6494,51,1,1155,0.1,15
100354,2024-11-07 04:45:00,3118,35,1,797,0.0,9
100355,2024-11-07 03:38:00,9374,60,1,1882,0.0,14
100356,2024-11-07 22:10:00,1081,49,2,297,0.05,7
100357,2024-11-07 05:17:00,7371,7,4,232,0.05,11
100358,2024-11-07 04:21:00,569,2,3,557,0.0,4
100359,2024-11-07 16:28:00,3183,57,1,1462,0.1,14
100360,2024-11-07 08:00:00,2320,6,3,249,0.1,4
100361,2024-11-07 10:00:00,1639,51,3,1155,0.1,14
100362,2024-11-07 18:35:00,6702,16,2,234,0.05,15
100363,2024-11-07 11:50:00,571,6,4,249,0.05,8
100364,2024-11-07 13:38:00,5909,42,1,266,0.0,8
100365,2024-11-07 21:18:00,9663,38,1,390,0.0,12
100366,2024-11-07 22:35:00,8859,23,1,294,0.0,6
100367,2024-11-07 07:47:00,3510,14,5,247,0.0,7
100368,2024-11-07 21:38:00,3510,58,3,2076,0.0,10
100369,2024-11-07 18:40:00,6472,3,2,655,0.1,13
100370,2024-11-07 04:13:00,8451,38,2,390,0.0,10
100371,2024-11-07 00:51:00,5602,10,1,272,0.1,3
100372,2024-11-07 19:46:00,3205,19,3,276,0.05,12
100373,2024-11-07 02:45:00,4971,5,2,459,0.1,4
100374,2024-11-07 15:54:00,8220,48,1,247,0.1,11
100375,2024-11-07 14:17:00,6064,4,1,664,0.0,10
100376,2024-11-07 17:11:00,416,14,1,247,0.1,5
100377,2024-11-07 17:08:00,9109,37,1,472,0.1,3
100378,2024-11-07 13:33:00,5500,32,1,771,0.0,9
100379,2024-11-07 06:44:00,7473,40,3,485,0.0,4
100380,2024-11-07 10:58:00,3040,41,1,227,0.1,3
100381,2024-11-07 23:02:00,2506,5,1,459,0.1,6
100382,2024-11-07 03:35:00,2632,9,5,257,0.0,13
100383,2024-11-07 09:09:00,498,45,1,246,0.05,9
100384,2024-11-07 14:43:00,7471,19,3,276,0.1,8
100385,2024-11-07 04:58:00,319,27,2,212,0.05,9
100386,2024-11-07 11:33:00,924,52,3,1006,0.0,15
100387,2024-11-07 19:36:00,6409,2,5,557,0.05,3
100388,2024-11-07 05:06:00,9206,40,4,485,0.0,7
100389,2024-11-07 09:12:00,599,34,2,550,0.05,7
100390,2024-11-07 08:04:00,5255,59,2,3086,0.1,10
100391,2024-11-07 08:42:00,1659,34,2,550,0.05,13
100392,2024-11-07 12:56:00,6132,6,1,249,0.0,8
100393,2024-11-07 20:48:00,7121,11,1,232,0.05,5
100394,2024-11-07 01:16:00,1197,21,5,216,0.0,8
100395,2024-11-07 12:47:00,9113,38,2,390,0.1,8
100396,2024-11-07 18:17:00,5575,57,2,1462,0.1,5
100397,2024-11-07 17:33:00,4643,7,2,232,0.05,12
100398,2024-11-07 04:59:00,8853,15,2,295,0.05,11
100399,2024-11-07 22:27:00,4032,42,4,266,0.0,8
100400,2024-11-07 12:04:00,720,31,1,724,0.1,4
100401,2024-11-07 12:57:00,3510,47,1,286,0.05,8
100402,2024-11-07 05:27:00,3,28,1,288,0.1,10
100403,2024-11-07 17:42:00,290,28,2,288,0.05,2
100404,2024-11-07 12:27:00,5255,35,2,797,0.0,5
100405,2024-11-07 10:21:00,4093,7,4,232,0.0,4
100406,2024-11-07 17:28:00,7009,8,1,277,0.05,13
100407,2024-11-07 20:17:00,9220,26,1,226,0.05,12
100408,2024-11-07 19:07:00,4205,4,1,664,0.05,8
100409,2024-11-07 02:45:00,1378,3,1,655,0.05,15
100410,2024-11-07 04:28:00,7999,21,2,216,0.0,4
100411,2024-11-07 00:10:00,1578,51,2,1155,0.0,3
100412,2024-11-07 23:46:00,4075,48,2,247,0.1,9
100413,2024-11-07 20:28:00,4775,2,2,557,0.05,7
100414,2024-11-07 11:55:00,7957,14,4,247,0.1,4
100415,2024-11-07 20:33:00,9290,41,4,227,0.05,11
100416,2024-11-07 20:58:00,7111,42,1,266,0.05,4
100417,2024-11-07 23:58:00,1754,12,4,243,0.1,4
100418,2024-11-07 23:25:00,8056,60,1,1882,0.05,12
100419,2024-11-07 18:33:00,2649,39,3,455,0.0,1
100420,2024-11-07 06:36:00,3627,13,2,298,0.0,7
100421,2024-11-07 23:54:00,6431,4,1,664,0.0,5
100422,2024-11-07 23:49:00,1273,44,2,217,0.05,3
100423,2024-11-08 10:05:00,2342,23,2,294,0.1,11
100424,2024-11-08 23:17:00,9672,51,1,1155,0.0,6
100425,2024-11-08 16:54:00,5976,56,1,1277,0.05,15
100426,2024-11-08 20:02:00,5068,25,4,260,0.1,8
100427,2024-11-08 19:59:00,493,51,1,1155,0.1,15
100428,2024-11-08 02:44:00,7133,57,2,1462,0.05,14
100429,2024-11-08 11:59:00,1964,45,1,246,0.0,13
100430,2024-11-08 09:29:00,1555,22,3,237,0.0,11
100431,2024-11-08 18:00:00,5086,25,1,260,0.1,6
100432,2024-11-08 16:25:00,5795,56,1,1277,0.1,4
100433,2024-11-08 10:17:00,6779,3,3,655,0.1,12
100434,2024-11-08 17:02:00,5747,28,1,288,0.05,2
100435,2024-11-08 21:37:00,6412,35,1,797,0.05,6
100436,2024-11-08 12:44:00,3202,47,3,286,0.1,1
100437,2024-11-08 13:58:00,1383,3,3,655,0.05,4
100438,2024-11-08 20:09:00,7465,31,2,724,0.1,14
100439,2024-11-08 16:18:00,2317,48,3,247,0.1,14
100440,2024-11-08 12:25:00,1374,2,1,557,0.05,11
100441,2024-11-08 19:33:00,8501,60,3,1882,0.0,1
100442,2024-11-08 16:47:00,9004,13,1,298,0.05,11
100443,2024-11-08 16:09:00,9224,2,1,557,0.1,12
100444,2024-11-08 09:34:00,2255,47,2,286,0.0,13
100445,2024-11-08 23:52:00,7865,1,1,662,0.1,10
100446,2024-11-09 00:00:00,5075,27,1,212,0.1,6
100447,2024-11-08 15:39:00,3153,28,1,288,0.1,12
100448,2024-11-08 06:22:00,805,38,1,390,0.1,9
